Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
SE;MG;MONTES CLAROS;GÁS PAIS E FILHOS LTDA - ME; 21.985.535/0001-39;AVENIDA   INDEPENDENCIA;3840;;INDEPENDENCIA;39404-286;GLP;24/07/2025;115,00;;R$ / 13 kg;LIQUIGÁS
SE;MG;GOVERNADOR VALADARES;MARLON MOREIRA TECHIO; 15.131.151/0001-56;RUA PORTUGAL;200;;GRA-DUQUESA;35057-610;GLP;24/07/2025;125,00;;R$ / 13 kg;COPA ENERGIA
SE;SP;JUNDIAI;ALÔ GÁS COMÉRCIO DE GÁS E ÁGUA LTDA; 09.061.758/0001-04;AVENIDA SAO PAULO;842;;VILA ARENS II;13202-610;GLP;22/07/2025;105,99;;R$ / 13 kg;BRANCA
NE;MA;SAO LUIS;L S COMERCIO E SERVICOS LTDA; 12.125.791/0004-08;AVENIDA LOURENCO VIEIRA DA SILVA;4;"QUADRA: 72; LOTE: 1 E 2;";JARDIM SAO CRISTOVAO;65055-310;GLP;21/07/2025;98,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;SOROCABA;MARCIO PEREIRA LAMEU SOROCABA - ME; 08.768.157/0001-73;RUA   JOSE BENEDICTO MARTINS;15;QUADRA A LOTE 01;JARDIM SAO GUILHERME;18074-647;GLP;21/07/2025;109,99;;R$ / 13 kg;BRANCA
SE;SP;PRESIDENTE PRUDENTE;SOLANGE SAKIMI SATO MATTOS - ME; 20.424.608/0001-50;RUA BARAO DO RIO BRANCO;1510;;VILA SANTA HELENA;19015-011;GLP;21/07/2025;118,00;;R$ / 13 kg;ULTRAGAZ
CO;GO;ANAPOLIS;ALINE PIRES CALASSA DUARTE 97157414104; 21.525.728/0001-07;AVENIDA  DO PIRINEUS;SN;QD: 12, LT: 24, SL 01;PARQUE DOS PIRINEUS;75071-600;GLP;23/07/2025;110,00;;R$ / 13 kg;LIQUIGÁS
SE;ES;SERRA;MESTRE ALVARO COMERCIO DE GAS LTDA; 22.391.208/0001-11;AVENIDA BRAUNA;S/N;;COLINA DE LARANJEIRAS;29167-124;GLP;21/07/2025;89,99;;R$ / 13 kg;BRANCA
NE;MA;SAO LUIS;POSTO JOYCE III EIRELI - EPP; 22.684.788/0001-35;AVENIDA DOS FRANCESES;220;;TIRIRICAL;65036-284;GLP;21/07/2025;98,00;;R$ / 13 kg;LIQUIGÁS
S;PR;CURITIBA;EZEQUIAS SCHIMERSKI DOS SANTOS - ME; 22.859.604/0001-20;AVENIDA  DA INTEGRACAO;2224;CASA;BAIRRO ALTO;82840-290;GLP;21/07/2025;105,00;;R$ / 13 kg;LIQUIGÁS
SE;RJ;NOVA IGUACU;M.R. COMERCIO E TRANSPORTE DE GAS LTDA; 19.072.262/0001-90;AVENIDA ABILIO AUGUSTO TAVORA;978;LOJA   1;CENTRO;26255-155;GLP;21/07/2025;120,00;;R$ / 13 kg;BRANCA
NE;RN;NATAL;L.A LIMA DE OLIVEIRA - ME; 21.869.456/0001-62;AVENIDA PRUDENTE DE MORAIS;6576;;LAGOA NOVA;59064-630;GLP;22/07/2025;110,00;;R$ / 13 kg;MINASGAS
CO;MT;CUIABA;CENTRAL GAS - COMERCIO DE GAS E AGUA LTDA; 22.020.815/0001-75;RUA SAO BENEDITO;681;;LIXEIRA;78008-405;GLP;21/07/2025;110,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;ARARAQUARA;COMERCIO DE GLP E AGUA COYOTE LTDA; 18.706.981/0001-52;RUA MAURICIO GALLI;1472;;VILA SEDENHO;14806-155;GLP;23/07/2025;120,00;;R$ / 13 kg;ULTRAGAZ
S;SC;SAO JOSE;LEANDRO LEAL COMERCIO DE GAS E AGUA LTDA; 22.478.726/0001-77;RUA JOSE ANTONIO PEREIRA;SN;;IPIRANGA;88111-490;GLP;24/07/2025;120,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;LONDRINA;CARLOS A. A. DE OLIVEIRA - ME; 20.459.249/0001-77;RUA   LAZARO ZAMENHOF;790;;SAN FERNANDO;86040-350;GLP;22/07/2025;110,00;;R$ / 13 kg;ULTRAGAZ
SE;MG;JUIZ DE FORA;MENDES COMERCIO DE GAS E MERCEARIA LTDA; 22.908.881/0001-86;RUA MURIAE;240;LOTE  9                         QM;DEMOCRATA;36035-250;GLP;21/07/2025;98,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;LIMEIRA;JESSICA DELGADO; 23.094.334/0001-77;AVENIDA DOUTOR JOAO AMARAL GAMA;82;;JARDIM CAIEIRA;13483-225;GLP;23/07/2025;99,99;;R$ / 13 kg;ULTRAGAZ
NE;SE;ARACAJU;L & L GAS E AGUA LTDA - ME; 14.038.282/0001-20;RUA ADOZINDO DA COSTA PINTO;240;;INDUSTRIAL;49065-010;GLP;22/07/2025;110,00;;R$ / 13 kg;BAHIANA
CO;MS;CAMPO GRANDE;LUCCAS LOGAN ALVES SARUBBI MARIANO 00981094139; 19.922.261/0001-97;AVENIDA DA BANDEIRAS;2596;;JARDIM NHANHA;79081-310;GLP;21/07/2025;119,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;PIRACICABA;FELINTO ALVES DE FREITAS; 02.932.928/0002-10;RUA JULIO MESQUITA FILHO;130;;HIGIENOPOLIS;13424-130;GLP;21/07/2025;99,99;;R$ / 13 kg;CONSIGAZ
NE;PE;RECIFE;PEREIRA E CARVALHO DISTRIBUIDORA DE GAS E AGUA LTDA; 10.705.673/0001-09;RUA TAMOIOS;49;;SANTO AMARO;50100-420;GLP;22/07/2025;89,00;;R$ / 13 kg;BAHIANA
SE;SP;OSASCO;AUTO POSTO VISTA ALEGRE DE OSASCO LTDA; 23.085.420/0001-13;AVENIDA NOVO OSASCO;775;;BUSSOCABA;06056-010;GLP;22/07/2025;106,99;;R$ / 13 kg;CONSIGAZ
S;PR;FOZ DO IGUACU;RUBIS ALEXANDRE WEILER; 23.146.300/0001-89;RUA PROFETA  ELIAS;210;;JARDIM EVANGELICO;85870-590;GLP;21/07/2025;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;MARINGA;HRA COMERCIO DE GAS LTDA - EPP; 23.531.126/0001-98;AVENIDA DOS PALMARES;1016;;JARDIM AMERICA;87045-290;GLP;21/07/2025;99,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;CURITIBA;MARIANE OLIVEIRA DOS SANTOS 02953461914; 23.255.421/0001-69;AVENIDA ANITA GARIBALDI;4891;;BARREIRINHA;82220-000;GLP;22/07/2025;99,00;;R$ / 13 kg;BRANCA
NE;BA;SALVADOR;GAS IAPI LTDA - ME; 23.689.841/0001-53;RUA   ELMANO SILVEIRA CASTRO;881;;IAPI;40323-215;GLP;21/07/2025;100,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;PE;RECIFE;J. G. COUTINHO DE ARAUJO - ME; 19.344.824/0001-07;RUA CONEGO OLIMPIO TORRES;63;;CAMPINA DO BARRETO;52121-050;GLP;22/07/2025;90,00;;R$ / 13 kg;LIQUIGÁS
NE;PB;JOAO PESSOA;RAMON DE LIMA SILVA; 19.686.653/0001-02;RUA DEPUTADO LUIZ CLEMENTINO DE OLIVEIRA;51;"LOJA: A;";JAGUARIBE;58015-600;GLP;21/07/2025;105,00;;R$ / 13 kg;BAHIANA
SE;SP;SAO JOSE DO RIO PRETO;JOSIANE BECARI VILA VERDE PEREIRA; 23.834.126/0001-67;RUA   MARIA LONGHI;328;;CONJUNTO HABITACIONAL SÃO DEOCLECIANO;15057-050;GLP;23/07/2025;115,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO CARLOS;DAIENE SUELEM MARTINS CARDOSO; 23.956.698/0001-19;AVENIDA ROMUALDO VILLANI;311;;JARDIM IPANEMA;13563-651;GLP;23/07/2025;130,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;AMERICANA;DULCE DIAS BALDO - ME; 03.497.440/0001-94;AVENIDA   CHALIL MIGUEL ONSI;310;;SÃO SEBASTIÃO;13476-040;GLP;22/07/2025;105,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;ES;VILA VELHA;KUSTER GAS LTDA - ME; 23.983.967/0001-36;RUA ARISTON FERNANDES DE ALMEIDA;8;;ATAÍDE;29119-042;GLP;22/07/2025;100,00;;R$ / 13 kg;BRANCA
SE;MG;GOVERNADOR VALADARES;FT COMERCIO DE GAS LTDA; 15.299.532/0001-49;AVENIDA ITALIA;286;;GRA-DUQUESA;35057-380;GLP;24/07/2025;110,00;;R$ / 13 kg;ULTRAGAZ
SE;MG;GOVERNADOR VALADARES;JUCILANE DE CASTRO LOPES COELHO; 21.700.171/0001-01;AV PADRE LEONARDO SENNE;364;FUNDOS;ALTINOPOLIS;35010-970;GLP;24/07/2025;125,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;AMERICANA;NACOES GAS LTDA; 22.471.085/0001-29;AVENIDA CANDIDO PORTINARI;680;;ANTONIO ZANAGA I;13474-590;GLP;22/07/2025;104,99;;R$ / 13 kg;CONSIGAZ
NE;MA;SAO LUIS;CARONE COMBUSTIVEIS LTDA; 23.037.695/0003-43;AVENIDA PRINCIPAL;2;POSTO;PARQUE AURORA;65051-843;GLP;22/07/2025;98,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;MT;VARZEA GRANDE;JACQUELYNE TABORY ME; 18.005.248/0001-00;AVENIDA FILINTO MULLER;2187 A;;AGUA VERMELHA;78138-000;GLP;23/07/2025;105,00;;R$ / 13 kg;COPA ENERGIA
CO;MT;CUIABA;MAGNO CELSON PEREIRA DE SÁ; 20.844.701/0001-14;AV DAS FLORES;511;ESQ C R DAS ACACIAS;SÃO FRANCISCO;78088-720;GLP;21/07/2025;125,00;;R$ / 13 kg;COPA ENERGIA
SE;MG;JUIZ DE FORA;DISTRIBUIDORA DE GAS SASSA JR LTDA; 21.476.693/0001-63;RUA ANTONIO DE PAULA MENDES;310;;BANDEIRANTES;36047-080;GLP;21/07/2025;99,99;;R$ / 13 kg;BRANCA
SE;SP;SAO PAULO;J BIRIBA COMERCIO E DISTRIBUIDORA DE GÁS E AGUA LTDA - ME; 21.009.687/0001-04;PRAÇA   LEONARDO DE BARROS CARVALHO;102;;VILA NHOCUNE;03559-090;GLP;21/07/2025;110,00;;R$ / 13 kg;LIQUIGÁS
SE;ES;VITORIA;CPC DISTRIBUIDORA DE GAS LTDA; 24.333.859/0001-80;RUA MARINS ALVARINO;544;LOJA  01;ITARARE;29047-660;GLP;21/07/2025;120,00;;R$ / 13 kg;ULTRAGAZ
SE;MG;BELO HORIZONTE;ABREU & LIMA COMERCIO DE GAS LTDA; 24.398.932/0001-00;RUA SAO JOAO BATISTA DO GLORIA;425;;JARDIM LEBLON;31540-100;GLP;21/07/2025;94,99;;R$ / 13 kg;ULTRAGAZ
SE;RJ;SAO GONCALO;FULL GÁS COMERCIO E TRANSPORTES DE GÁS LTDA - ME; 23.518.263/0001-92;AVENIDA JOSÉ MENDONÇA DE CAMPOS;800;CASA 1 LT 01;MUTONDO;24450-260;GLP;23/07/2025;98,99;;R$ / 13 kg;ULTRAGAZ
N;AM;MANAUS;I S COMERCIO DE GAS E AGUA EIRELI; 24.386.721/0001-40;RUA   AIRAS SANTIAGO;45;;NOVA ESPERANÇA;69037-545;GLP;23/07/2025;125,38;;R$ / 13 kg;FOGAS
SE;SP;SAO JOSE DO RIO PRETO;BRASIL GAS RIO PRETO LTDA; 24.423.189/0001-93;RUA FRANCISCO BARBETTA;76;;CONJUNTO HABITACIONAL SAO DEOCLECIANO;15057-390;GLP;23/07/2025;115,00;;R$ / 13 kg;ULTRAGAZ
N;AP;MACAPA;F. J. MACHADO DE OLIVEIRA - ME; 05.975.254/0002-20;RUA   CLODOALDO DA SILVA MATIAS;2703;;JARDIM FELICIDADE;68909-067;GLP;22/07/2025;129,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;MANAUS;EDUARDO SILVA DAMASCENA 41365950263; 24.307.836/0001-00;RUA   FRANCISCO MELO;35;;JAPIIM;69078-500;GLP;23/07/2025;120,00;;R$ / 13 kg;AMAZONGÁS
SE;RJ;NITEROI;SUPEROCEANICA REVENDEDORA DE GAS LTDA; 24.355.874/0001-20;AVENIDA EWERTON XAVIER;3238;LOTE  520                 QUADRA157                 GALPAO;ITAIPU;24340-105;GLP;22/07/2025;87,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;DF;BRASILIA;OURO GAS LTDA; 23.934.139/0001-08;QUADRA QS 5 RUA 311;.;LOTE 11;AREAL AGUAS CLARAS;71964-180;GLP;24/07/2025;94,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SAO PAULO;PERI PERI COMERCIO DE GÁS LTDA - EPP; 24.423.589/0001-07;AVENIDA MINISTRO LAUDO FERREIRA DE CAMARGO;167;;JARDIM PERI PERI;05537-001;GLP;23/07/2025;105,00;;R$ / 13 kg;BRANCA
CO;MS;DOURADOS;JOEL OZORIO SILVA EIRELI - ME; 14.216.598/0001-65;RUA BELA VISTA;995;;JARDIM ÁGUA BOA;79811-080;GLP;21/07/2025;108,00;;R$ / 13 kg;BRANCA
SE;ES;SERRA;C.B. DE MAGALHAES EIRELI; 24.822.578/0001-91;AVENIDA LOURIVAL NUNES;47;;JARDIM LIMOEIRO;29164-050;GLP;21/07/2025;90,00;;R$ / 13 kg;BRANCA
SE;SP;DIADEMA;CTORRES DISTRIBUIDORA EIRELI ME; 24.690.882/0001-22;AVENIDA NOSSA SENHORA DO NAVEGANTES;620;;ELDORADO;09972-260;GLP;21/07/2025;110,00;;R$ / 13 kg;CONSIGAZ
NE;PI;TERESINA;T S B LIMA FELIX COMERCIO DE GAS; 24.822.746/0001-49;AVENIDA HIGINO CUNHA;1940;;CRISTO REI;64014-535;GLP;23/07/2025;115,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;ARACATUBA;JOIA COMERCIO LTDA; 24.461.722/0001-01;AVENIDA IBIRAPUERA;1262;;PALMEIRAS;16071-165;GLP;22/07/2025;95,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SAO PAULO;MAXXIGÁS COMERCIAL LTDA ME; 03.480.334/0001-06;AVENIDA   MONTEMAGNO;700;;VILA FORMOSA;03371-000;GLP;24/07/2025;110,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;JUIZ DE FORA;LUNA GAS E AGUA MINERAL LTDA ME; 24.844.590/0001-05;RUA SARGENTO  CUNHA;101;;BANDEIRANTES;36047-010;GLP;21/07/2025;98,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;MA;IMPERATRIZ;VERA E BRITO LTDA; 06.234.242/0001-26;AVENIDA INDUSTRIAL;599;ANEXO 1;BOM SUCESSO;65900-970;GLP;21/07/2025;115,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;ARACATUBA;FERNANDA PEDAO DA SILVA; 24.727.717/0001-06;AVENIDA PRESTES MAIA;1434;;AMIZADE;16074-325;GLP;23/07/2025;98,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;FRANCA;F. H. DE ALMEIDA SERVICOS E COMERCIO DE GAS EIRELI; 14.280.073/0004-31;RUA   MINAS GERAIS;1285;;VILA APARECIDA;14401-229;GLP;21/07/2025;105,00;;R$ / 13 kg;CONSIGAZ
CO;GO;APARECIDA DE GOIANIA;JANAINA LUCIANO DA ROCHA 02969298678; 24.498.049/0001-84;AVENIDA SENADOR  PEDRO LUDOVICO TEIXEIRA;S/N;QUADRA 52 LOTE 07;ILDA;74935-830;GLP;21/07/2025;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;RN;NATAL;NICOLAS RIBEIRO PACHECO; 23.238.302/0001-06;RUA ADOLFO GORDO;2199;;CIDADE DA ESPERANÇA;20436-165;GLP;22/07/2025;90,00;;R$ / 13 kg;LIQUIGÁS
CO;MS;CAMPO GRANDE;AUTO POSTO SAO JORGE LTDA; 15.144.169/0001-92;AVENIDA GUAICURUS;6941;;JARDIM CENTENARIO;79076-022;GLP;21/07/2025;99,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;TO;PALMAS;ALLINE OLIVEIRA VERA; 16.790.510/0001-40;906 SUL AVENIDA LO 23;1;LT 32;PLANO DIRETOR SUL;77023-392;GLP;24/07/2025;125,00;;R$ / 13 kg;BRANCA
SE;SP;SAO PAULO;PR DAUAN COMERCIO DE GAS LTDA; 23.749.702/0001-78;AVENIDA PEDRO BUENO;1735;;JABAQUARA;04342-011;GLP;21/07/2025;104,99;;R$ / 13 kg;LIQUIGÁS
SE;ES;SERRA;CONSI SERRA COMERCIO DE GAS LTDA; 25.346.565/0001-56;AVENIDA D;19;;MANOEL PLAZA;29160-444;GLP;21/07/2025;94,99;;R$ / 13 kg;BRANCA
SE;SP;BAURU;DAVI SIMOES PEREIRA COMERCIO DE GLP; 24.963.429/0001-42;RUA LUIZ PEREIRA DA SILVA;45863;;VILA SAO PAULO;17022-111;GLP;21/07/2025;100,00;;R$ / 13 kg;COPA ENERGIA
N;AP;MACAPA;CARLOS REIS DE LIMA; 01.470.539/0012-20;RUA VEREADOR  JULIO MARIA PINTO PEREIRA;850;;JARDIM FELICIDADE;68909-000;GLP;22/07/2025;127,00;;R$ / 13 kg;LIQUIGÁS
S;SC;FLORIANOPOLIS;GÁS FAMILIA COMERCIO DE GLP ME; 10.327.212/0001-31;RUA JOÃO MOTTA ESPEZIM;1433;;SACO DOS LIMÕES;88045-401;GLP;21/07/2025;110,00;;R$ / 13 kg;BRANCA
N;AM;MANAUS;RENATO PALHENA DE SOUZA ME; 23.281.676/0001-04;RUA   CARIRÉ;35;;NOVO ALEIXO;69098-000;GLP;24/07/2025;130,00;;R$ / 13 kg;FOGAS
SE;MG;BELO HORIZONTE;CHAME GAS LTDA; 22.072.737/0001-52;RUA AQUIDABAN;1051;;PADRE EUSTAQUIO;30720-420;GLP;21/07/2025;129,00;;R$ / 13 kg;BRANCA
NE;PI;TERESINA;J MATOS & CAVALCANTE COMÉRCIO DE GÁS LIGUEFEITO LTDA ME; 24.966.604/0001-55;RUA WASHINGTON LUÍS;2127;;LOURIVAL PARENTE;64023-350;GLP;25/07/2025;100,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PB;JOAO PESSOA;B & M COMERCIO VAREJISTA DE GAS E AGUA LTDA - EPP; 25.245.600/0001-40;AVENIDA MARANHÃO;58;TERREO;ESTADOS;58030-260;GLP;23/07/2025;100,00;;R$ / 13 kg;MINASGAS
SE;SP;SAO PAULO;NASA GAS LTDA; 25.276.558/0001-25;AVENIDA ENGENHEIRO  QUEIRÓS TELES;114;;JARDIM D'ABRIL;05399-030;GLP;23/07/2025;114,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;NOVA IGUACU;R GODOY FIGUEIREDO REVENDEDORA DE GAS LTDA EPP; 26.077.335/0001-00;RUA   AILTON DINIZ MACHADO;170;QD  B LT 5A;SANTA EUGÊNIA;26286-260;GLP;21/07/2025;90,00;;R$ / 13 kg;ULTRAGAZ
SE;RJ;RIO DE JANEIRO;SADYGAS DISTRIBUIDORA DE GAS LTDA - ME; 24.251.866/0001-33;RUA CORONEL  BRANDÃO;19;LOJA A21;SÃO CRISTÓVÃO;20920-020;GLP;22/07/2025;99,99;;R$ / 13 kg;BRANCA
NE;PB;JOAO PESSOA;DF COMERCIAL DE GAS LTDA - ME; 25.491.605/0001-53;RUA   JORGE LUCENA DE MOURA;288;;MANGABEIRA;58059-736;GLP;23/07/2025;105,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SANTO ANDRE;SPEDDY COMERCIO DE GAS LTDA ME; 21.296.979/0001-67;AVENIDA QUEIRÓS FILHO;500;;VILA GUARACIABA;09121-587;GLP;23/07/2025;99,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;CE;FORTALEZA;LUNA & LIMA COMERCIAL DE GAS LTDA; 24.341.472/0001-76;AVENIDA BENJAMIM BRASIL;1585;LETRA A;JARDIM CEARENSE;60712-003;GLP;24/07/2025;115,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;BELO HORIZONTE;AGUIA GAS E AGUA LTDA - ME; 20.531.319/0002-31;RUA   PARÁ DE MINAS;252;;PADRE EUSTÁQUIO;30730-440;GLP;21/07/2025;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;RO;PORTO VELHO;COMERCIAL NOVA ALIANCA EIRELI ME; 23.858.578/0001-89;RUA HUMAITA;5470;;SOCIALISTA;76834-899;GLP;22/07/2025;125,00;;R$ / 13 kg;FOGAS
SE;SP;SAO CARLOS;MRGAS COMERCIO E TRANSPORTE LTDA; 08.379.543/0009-20;AVENIDA BRUNO RUGGIERO FILHO;1700;;PARQUE SANTA FELICIA JARDIM;13562-420;GLP;23/07/2025;130,00;;R$ / 13 kg;LIQUIGÁS
CO;GO;APARECIDA DE GOIANIA;IRENE MARIA DA COSTA 87665441149; 11.912.048/0001-92;RUA   132A;SN;QD 10 LT 55;JARDIM TROPICAL;74946-390;GLP;21/07/2025;105,00;;R$ / 13 kg;LIQUIGÁS
N;RO;PORTO VELHO;AUTO POSTO LONDON LTDA; 11.062.711/0001-07;AVENIDA GUAPORE;4513;;FLODOALDO PONTES PINTO;76820-539;GLP;22/07/2025;123,00;;R$ / 13 kg;AMAZONGÁS
N;AM;MANAUS;EDGAR FERNANDES DOS SANTOS; 19.065.516/0001-42;RUA CORONEL  TABORDA DE MIRANDA;23;NUCLEO 3 QUADRA 117;CIDADE NOVA;69094-270;GLP;24/07/2025;125,00;;R$ / 13 kg;FOGAS
S;PR;FOZ DO IGUACU;IGUACU GAS E ALIMENTOS LTDA; 05.509.943/0002-49;RUA CASSIANO RICARDO;282;;VILA PORTES;85865-050;GLP;22/07/2025;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;OSASCO;ARTHUR COMERCIO DE GAS LTDA; 26.350.170/0001-90;RUA PIEDADE;1280;;MUNHOZ JUNIOR;06246-050;GLP;22/07/2025;97,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PB;JOAO PESSOA;ELIAS E PATRICIO COMERCIO DE GAS E AGUA LTDA ME; 25.109.649/0001-76;RUA   JOÃO BELO VIEIRA;463;;MANGABEIRA;58056-040;GLP;23/07/2025;105,00;;R$ / 13 kg;BRANCA
SE;SP;SAO PAULO;AG GODOY E CIA COMERCIO DE GAS LTDA; 26.262.663/0001-78;RUA TEIXEIRA LEITE;273;;LIBERDADE;01514-010;GLP;21/07/2025;105,00;;R$ / 13 kg;BRANCA
SE;SP;SOROCABA;AERO GAS SOROCABA EIRELI; 26.337.793/0001-22;AVENIDA SANTOS DUMONT;712;;JARDIM ANA MARIA;18065-290;GLP;21/07/2025;125,00;;R$ / 13 kg;ULTRAGAZ
SE;MG;BELO HORIZONTE;JONATHAN ALEXANDER RODRIGUES CALIXTO 11149208600; 26.409.591/0001-49;RODOVIA MG-5;912;;IPE;31930-010;GLP;21/07/2025;99,99;;R$ / 13 kg;BRANCA
CO;MT;CUIABA;CLARICE APARECIDA DOS SANTOS & CIA LTDA; 25.356.771/0001-47;AVENIDA IPIRANGA;1254;;JARDIM INDEPENDENCIA;78031-030;GLP;22/07/2025;104,99;;R$ / 13 kg;LIQUIGÁS
SE;SP;ARARAQUARA;ANA MARIA BARBOSA LEITE 08923458457; 25.203.444/0001-55;RUA MAURICIO GALLI;4093;;JARDIM IMPERADOR;14806-245;GLP;23/07/2025;125,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;BA;SALVADOR;L. DA S. FARIAS GAS; 26.907.679/0001-90;TRAVESSA DO MEIO;61;;ITAPUA;41610-775;GLP;22/07/2025;119,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;RO;PORTO VELHO;NACOES UNIDAS AUTO POSTO LTDA; 26.372.055/0001-16;AVENIDA AMAZONAS;2;;NOSSA SENHORA DAS GRACAS;76804-160;GLP;22/07/2025;130,00;;R$ / 13 kg;FOGAS
SE;RJ;CAMPOS DOS GOYTACAZES;A A S PONTES COMERCIO DE GAS  LTDA; 26.083.478/0001-16;AVENIDA FRANCISCO LAMEGO;148;;PARQUE JARDIM CARIOCA;28080-000;GLP;25/07/2025;90,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;PIRACICABA;S O S GAS E AGUA PIRACICABA EIRELI; 26.843.404/0001-30;AVENIDA CRISTOVAO COLOMBO;350;;JARDIM ALGODOAL;13405-459;GLP;21/07/2025;99,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;LIMEIRA;FELIPE GABRIEL DITRIH FURLAN 41195689896; 14.267.656/0001-80;RUA   ANTONIO FURLAN;11;FUNDOS;VILA TEIXEIRA MARQUES;13485-141;GLP;23/07/2025;100,00;;R$ / 13 kg;CONSIGAZ
CO;MT;CUIABA;VANDA MARIA GUIMARÃES ARECO 61690198168; 24.873.472/0001-17;AVENIDA PROFESSORA  EDNA MARIA DE ALBUQUERQUE AFFI;2;QUADRA 08;JARDIM IMPERIAL II;78076-001;GLP;21/07/2025;130,00;;R$ / 13 kg;COPA ENERGIA
SE;RJ;RIO DE JANEIRO;RIACHUELO COMERCIO DE GAS EIRELI; 26.629.092/0001-67;RUA ANA NERI;1020;1020 A;ROCHA;20960-005;GLP;24/07/2025;100,00;;R$ / 13 kg;BRANCA
NE;RN;NATAL;L DE A CARLOS - ME; 26.174.575/0001-14;RUA   HENRIQUE DIAS;140;A;BOM PASTOR;59060-170;GLP;22/07/2025;100,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO JOSE DO RIO PRETO;MARIA APARECIDA DA SILVA 13339491895; 27.012.682/0001-09;RUA   ANGÉLICA COLINO PAES DE ALMEIDA;200;;PARQUE DAS AROEIRAS;15042-090;GLP;23/07/2025;120,00;;R$ / 13 kg;ULTRAGAZ
SE;RJ;DUQUE DE CAXIAS;L M M COMERCIO DE GAS DE SANTA CRUZ DA SERRA EIRELI ME; 27.034.641/0001-13;AVENIDA AUTOMÓVEL CLUBE;S/N;QUADRA 40 LOTE 28;VILA SANTA CRUZ;25255-030;GLP;23/07/2025;105,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;AM;MANAUS;AT TRANSPORTE E COMERCIO DE BEBIDAS LTDA; 23.870.200/0001-09;RUA CORONEL FERREIRA DE ARAUJO;809;ANDAR ALTOS;PETROPOLIS;69063-000;GLP;23/07/2025;120,00;;R$ / 13 kg;AMAZONGÁS
CO;GO;APARECIDA DE GOIANIA;ROGERIO E WANDER LTDA; 26.457.186/0001-04;AVENIDA CURUSSA;SN;QUADRA24                  LOTE  01;CARDOSO;74933-077;GLP;21/07/2025;110,00;;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;QUEIROZ DISTRIBUIDORA E CONVENIÊNCIA EIRELI - ME; 22.642.962/0001-87;AVENIDA PINHEIRO MACHADO;1941;;SÃO CRISTÓVÃO;76804-047;GLP;22/07/2025;110,00;;R$ / 13 kg;BRANCA
NE;RN;NATAL;EDIVAN DE LIMA CAMPOS 05079824441; 26.668.008/0001-14;RUA DOM  ANTÔNIO DE ALMEIDA LUSTOSA;621;;PLANALTO;59073-110;GLP;23/07/2025;92,00;;R$ / 13 kg;LIQUIGÁS
